instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
2000.0,65.9,26.21347458800721,-142.70462633451962,13.451776649746206,63.30674176201745,73.48367029548989,52.240896358543424,63.9646618344123,69.28152492668622,58.64779874213837,62.66221820857582,78.22847682119205,47.0959595959596
