	loss_fn	gracePeriodPerLayer	adwin-delta	stream	learning rate	mci	accuracy	amount of hidden layers	amount of active layers	amount of nodes	overall time	classifier	amount of instances	run id	path	stream
0	NLLLoss	8	7.7564e-07	electricity	2.9220e-02	2.805805e-07	61.449505649717516	17	8	4523	258.71334459	ADLClassifierWithoutForLoopWithWinningLayerTrainingWithGraphRecord	45312.0	11	results/runs/runID=11/MCICutOff=2.805805e-07_adwin-delta=7.7564e-07_classifier=ADLClassifierWithoutForLoopWithWinningLayerTrainingWithGraphRecord_lr=2.9220e-02_loss fn=NLLLoss_gracePeriodPerLayer=8/electricity	electricity
