instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
2000.0,60.9,23.67336102695442,-178.29181494661933,0.7614213197969549,62.48645118154601,62.58373205741628,59.05759162303666,62.29844352767942,74.14965986394559,50.44722719141323,62.67559702990167,54.13907284768212,71.21212121212122
