instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
2000.0,59.550000000000004,14.531178687942676,-187.90035587188618,-2.664974619289328,57.27573842817281,67.18052738336714,47.296416938110745,57.363555475608464,65.8711217183771,48.85598923283984,57.18818984547461,68.54304635761589,45.83333333333333
