instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
2000.0,53.949999999999996,13.66445187707167,-227.75800711743784,-16.878172588832488,57.870717769391035,51.19236883942766,56.412683388547094,58.12567798528138,71.1340206185567,45.11733535200605,57.617984480567266,39.98344370860927,75.25252525252525
