instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
2000.0,57.99999999999999,17.577241899020333,-198.93238434163715,-6.59898477157361,59.197087925836065,60.30245746691871,55.4140127388535,59.03325749140728,70.26431718061674,47.8021978021978,59.36183022275737,52.81456953642384,65.9090909090909
