	learning rate	gracePeriodPerLayer	mci	adwin-delta	globalGracePeriod	accuracy	amount of hidden layers	amount of active layers	overall time	classifier	amount of instances	run id	path	stream
0	0.05		1e-05	0.1	1	60.6	32	6	10.947041401	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1/electricity_tiny	electricity_tiny
1	0.05		1e-05	0.1	2	47.449999999999996	21	4	9.841066902	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=2/electricity_tiny	electricity_tiny
2	0.05		1e-05	0.1	4	60.6	32	6	10.853777415	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=4/electricity_tiny	electricity_tiny
3	0.05		1e-05	0.1	8	47.449999999999996	21	4	9.834616082	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=8/electricity_tiny	electricity_tiny
4	0.05		1e-05	0.1	16	60.6	32	6	10.719694918	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=16/electricity_tiny	electricity_tiny
5	0.05		1e-05	0.1	32	47.449999999999996	21	4	9.952607825	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=32/electricity_tiny	electricity_tiny
6	0.05		1e-05	0.1	64	60.6	32	6	10.767127547	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=64/electricity_tiny	electricity_tiny
7	0.05		1e-05	0.1	128	47.449999999999996	21	4	9.88087913	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=128/electricity_tiny	electricity_tiny
8	0.05		1e-05	0.1	256	60.6	32	6	10.909278036	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=256/electricity_tiny	electricity_tiny
9	0.05		1e-05	0.1	512	47.449999999999996	21	4	9.891720385	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=512/electricity_tiny	electricity_tiny
10	0.05		1e-05	0.1	1024	60.6	32	6	10.743840234	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1024/electricity_tiny	electricity_tiny
11	0.05	1	1e-05	0.1		60.150000000000006	33	6	10.331364729	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
12	0.05	2	1e-05	0.1		47.349999999999994	20	7	8.878650272	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
13	0.05	4	1e-05	0.1		59.699999999999996	32	6	9.827619262	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
14	0.05	8	1e-05	0.1		59.45	18	4	8.490676004	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
15	0.05	16	1e-05	0.1		59.199999999999996	16	3	8.258383304	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
16	0.05	32	1e-05	0.1		58.699999999999996	16	4	7.633838249	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
17	0.05	64	1e-05	0.1		58.8	14	4	7.575934075	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
18	0.05	128	1e-05	0.1		39.6	1	1	5.774801777	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
19	0.05	256	1e-05	0.1		39.6	1	1	5.718186244	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
20	0.05	512	1e-05	0.1		39.6	1	1	5.7977981	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
21	0.05	1024	1e-05	0.1		39.6	1	1	5.717880034	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.1_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
22	0.05		1e-05	0.01	1	60.6	33	8	10.831217072	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1/electricity_tiny	electricity_tiny
23	0.05		1e-05	0.01	2	61.3	27	6	12.12100289	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=2/electricity_tiny	electricity_tiny
24	0.05		1e-05	0.01	4	60.6	33	8	10.859697673	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=4/electricity_tiny	electricity_tiny
25	0.05		1e-05	0.01	8	61.3	27	6	11.99806488	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=8/electricity_tiny	electricity_tiny
26	0.05		1e-05	0.01	16	60.6	33	8	10.911555219	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=16/electricity_tiny	electricity_tiny
27	0.05		1e-05	0.01	32	61.3	27	6	11.932657764	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=32/electricity_tiny	electricity_tiny
28	0.05		1e-05	0.01	64	60.6	33	8	11.020899119	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=64/electricity_tiny	electricity_tiny
29	0.05		1e-05	0.01	128	61.3	27	6	11.987635715	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=128/electricity_tiny	electricity_tiny
30	0.05		1e-05	0.01	256	60.6	33	8	10.899601182	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=256/electricity_tiny	electricity_tiny
31	0.05		1e-05	0.01	512	61.3	27	6	12.006921323	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=512/electricity_tiny	electricity_tiny
32	0.05		1e-05	0.01	1024	60.6	33	8	10.917131978	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1024/electricity_tiny	electricity_tiny
33	0.05	1	1e-05	0.01		57.75	30	7	10.40664941	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
34	0.05	2	1e-05	0.01		61.95	30	6	10.266430794	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
35	0.05	4	1e-05	0.01		60.199999999999996	33	6	10.449100662	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
36	0.05	8	1e-05	0.01		59.550000000000004	30	6	9.38922986	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
37	0.05	16	1e-05	0.01		59.050000000000004	25	3	9.046900049	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
38	0.05	32	1e-05	0.01		58.650000000000006	17	5	7.711839383	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
39	0.05	64	1e-05	0.01		42.8	9	3	6.927493694	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
40	0.05	128	1e-05	0.01		39.6	1	1	5.774512706	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
41	0.05	256	1e-05	0.01		39.6	1	1	5.726061616	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
42	0.05	512	1e-05	0.01		39.6	1	1	5.721870129	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
43	0.05	1024	1e-05	0.01		39.6	1	1	5.788443737	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
44	0.05		1e-05	0.001	1	61.4	32	5	10.835170108	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1/electricity_tiny	electricity_tiny
45	0.05		1e-05	0.001	2	61.45	27	6	11.980566415	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=2/electricity_tiny	electricity_tiny
46	0.05		1e-05	0.001	4	61.4	32	5	10.896193277	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=4/electricity_tiny	electricity_tiny
47	0.05		1e-05	0.001	8	61.45	27	6	11.995179207	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=8/electricity_tiny	electricity_tiny
48	0.05		1e-05	0.001	16	61.4	32	5	10.804098532	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=16/electricity_tiny	electricity_tiny
49	0.05		1e-05	0.001	32	61.45	27	6	12.075908935	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=32/electricity_tiny	electricity_tiny
50	0.05		1e-05	0.001	64	61.4	32	5	10.903660438	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=64/electricity_tiny	electricity_tiny
51	0.05		1e-05	0.001	128	61.45	27	6	11.961907678	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=128/electricity_tiny	electricity_tiny
52	0.05		1e-05	0.001	256	61.4	32	5	10.908409504	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=256/electricity_tiny	electricity_tiny
53	0.05		1e-05	0.001	512	61.45	27	6	11.928211878	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=512/electricity_tiny	electricity_tiny
54	0.05		1e-05	0.001	1024	61.4	32	5	10.811046201	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1024/electricity_tiny	electricity_tiny
55	0.05	1	1e-05	0.001		60.150000000000006	32	5	10.194803929	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
56	0.05	2	1e-05	0.001		61.9	23	6	9.303450454	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
57	0.05	4	1e-05	0.001		60.75000000000001	31	5	9.620976069	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
58	0.05	8	1e-05	0.001		59.150000000000006	31	5	9.403733861	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
59	0.05	16	1e-05	0.001		60.199999999999996	26	4	9.552672459	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
60	0.05	32	1e-05	0.001		58.650000000000006	17	5	7.679581186	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
61	0.05	64	1e-05	0.001		43.05	8	3	7.013643631	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
62	0.05	128	1e-05	0.001		39.6	1	1	5.693507207	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
63	0.05	256	1e-05	0.001		39.6	1	1	5.810267169	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
64	0.05	512	1e-05	0.001		39.6	1	1	5.693245297	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
65	0.05	1024	1e-05	0.001		39.6	1	1	5.683509743	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.05_MCICutOff=1e-05_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
66	0.05		1e-05	0.0001	1	60.9	30	6	10.547649066	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=1/electricity_tiny	electricity_tiny
67	0.05		1e-05	0.0001	2	61.75000000000001	28	5	11.405283852	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=2/electricity_tiny	electricity_tiny
68	0.05		1e-05	0.0001	4	60.9	30	6	10.542122529	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=4/electricity_tiny	electricity_tiny
69	0.05		1e-05	0.0001	8	61.75000000000001	28	5	11.451361619	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=8/electricity_tiny	electricity_tiny
70	0.05		1e-05	0.0001	16	60.9	30	6	10.491062354	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=16/electricity_tiny	electricity_tiny
71	0.05		1e-05	0.0001	32	61.75000000000001	28	5	11.480300322	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=32/electricity_tiny	electricity_tiny
72	0.05		1e-05	0.0001	64	60.9	30	6	10.46889896	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=64/electricity_tiny	electricity_tiny
73	0.05		1e-05	0.0001	128	61.75000000000001	28	5	11.432700862	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=128/electricity_tiny	electricity_tiny
74	0.05		1e-05	0.0001	256	60.9	30	6	10.560094405	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.05_MCICutOff=1e-05_globalGracePeriod=256/electricity_tiny	electricity_tiny
