	learning rate	gracePeriodPerLayer	mci	adwin-delta	globalGracePeriod	accuracy	amount of hidden layers	amount of active layers	overall time	classifier	amount of instances	run id	path	stream
2322	0.01	2	1e-08	0.01		60.099999999999994	4	2	7.370020052	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
2323	0.01	4	1e-08	0.01		61.95	23	22	10.8303383	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
2324	0.01	8	1e-08	0.01		55.75	20	17	8.669034585	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
2325	0.01	16	1e-08	0.01		61.3	27	14	9.872297507	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
2326	0.01	32	1e-08	0.01		53.449999999999996	10	10	6.967942384	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
2327	0.01	64	1e-08	0.01		58.650000000000006	4	4	6.654341155	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
2328	0.01	128	1e-08	0.01		39.6	1	1	5.816730778	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
2329	0.01	256	1e-08	0.01		39.6	1	1	5.698913756	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
2330	0.01	512	1e-08	0.01		39.6	1	1	5.709900462	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
2331	0.01	1024	1e-08	0.01		39.6	1	1	5.808393866	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.01_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
2332	0.01		1e-08	0.001	1	61.75000000000001	27	17	13.89668787	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=1/electricity_tiny	electricity_tiny
2333	0.01		1e-08	0.001	2	62.0	26	13	12.078039117	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=2/electricity_tiny	electricity_tiny
2334	0.01		1e-08	0.001	4	61.75000000000001	27	17	13.911190322	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=4/electricity_tiny	electricity_tiny
2335	0.01		1e-08	0.001	8	62.0	26	13	11.987319645	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=8/electricity_tiny	electricity_tiny
2336	0.01		1e-08	0.001	16	61.75000000000001	27	17	13.963022558	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=16/electricity_tiny	electricity_tiny
2337	0.01		1e-08	0.001	32	62.0	26	13	11.95033779	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=32/electricity_tiny	electricity_tiny
2338	0.01		1e-08	0.001	64	61.75000000000001	27	17	13.965792052	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=64/electricity_tiny	electricity_tiny
2339	0.01		1e-08	0.001	128	62.0	26	13	12.03846372	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=128/electricity_tiny	electricity_tiny
2340	0.01		1e-08	0.001	256	61.75000000000001	27	17	13.976984178	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=256/electricity_tiny	electricity_tiny
2341	0.01		1e-08	0.001	512	62.0	26	13	11.993405543	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=512/electricity_tiny	electricity_tiny
2342	0.01		1e-08	0.001	1024	61.75000000000001	27	17	14.006170171	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=1024/electricity_tiny	electricity_tiny
2343	0.01	1	1e-08	0.001		63.349999999999994	33	23	12.923340245	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
2344	0.01	2	1e-08	0.001		60.75000000000001	2	2	6.697130227	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
2345	0.01	4	1e-08	0.001		63.7	30	28	12.758786104	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
2346	0.01	8	1e-08	0.001		55.300000000000004	21	17	8.698169138	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
2347	0.01	16	1e-08	0.001		43.9	6	6	7.642489712	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
2348	0.01	32	1e-08	0.001		53.449999999999996	10	10	6.980608322	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
2349	0.01	64	1e-08	0.001		58.650000000000006	4	4	6.695518815	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
2350	0.01	128	1e-08	0.001		39.6	1	1	5.840270583	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
2351	0.01	256	1e-08	0.001		39.6	1	1	5.707740789	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
2352	0.01	512	1e-08	0.001		39.6	1	1	5.801937026	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
2353	0.01	1024	1e-08	0.001		39.6	1	1	5.710970633	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
2354	0.01		1e-08	0.0001	1	63.65	30	19	14.82506811	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=1/electricity_tiny	electricity_tiny
2355	0.01		1e-08	0.0001	2	63.55	24	16	11.606598497	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=2/electricity_tiny	electricity_tiny
2356	0.01		1e-08	0.0001	4	63.65	30	19	14.810458989	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=4/electricity_tiny	electricity_tiny
2357	0.01		1e-08	0.0001	8	63.55	24	16	11.603094612	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=8/electricity_tiny	electricity_tiny
2358	0.01		1e-08	0.0001	16	63.65	30	19	14.793000203	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=16/electricity_tiny	electricity_tiny
2359	0.01		1e-08	0.0001	32	63.55	24	16	11.600829359	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=32/electricity_tiny	electricity_tiny
2360	0.01		1e-08	0.0001	64	63.65	30	19	14.907643301	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=64/electricity_tiny	electricity_tiny
2361	0.01		1e-08	0.0001	128	63.55	24	16	11.594131099	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=128/electricity_tiny	electricity_tiny
2362	0.01		1e-08	0.0001	256	63.65	30	19	14.798415171	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=256/electricity_tiny	electricity_tiny
2363	0.01		1e-08	0.0001	512	63.55	24	16	11.606855427	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=512/electricity_tiny	electricity_tiny
2364	0.01		1e-08	0.0001	1024	63.65	30	19	14.829711416	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_globalGracePeriod=1024/electricity_tiny	electricity_tiny
2365	0.01	1	1e-08	0.0001		62.35000000000001	33	16	11.556821114	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
2366	0.01	2	1e-08	0.0001		60.75000000000001	2	2	6.689133156	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
2367	0.01	4	1e-08	0.0001		65.45	31	15	11.852754917	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
2368	0.01	8	1e-08	0.0001		42.95	9	8	7.252711041	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
2369	0.01	16	1e-08	0.0001		43.5	5	5	7.686667047	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
2370	0.01	32	1e-08	0.0001		53.449999999999996	10	10	7.003452196	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
2371	0.01	64	1e-08	0.0001		58.650000000000006	4	4	6.825586956	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
2372	0.01	128	1e-08	0.0001		39.6	1	1	5.720854148	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
2373	0.01	256	1e-08	0.0001		39.6	1	1	5.715888761	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
2374	0.01	512	1e-08	0.0001		39.6	1	1	5.805002351	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=512/electricity_tiny	electricity_tiny
2375	0.01	1024	1e-08	0.0001		39.6	1	1	5.703390802	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=0.0001_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=1024/electricity_tiny	electricity_tiny
2376	0.01		1e-08	1e-05	1	62.25000000000001	26	19	13.160684482	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=1/electricity_tiny	electricity_tiny
2377	0.01		1e-08	1e-05	2	63.05	25	16	12.54389207	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=2/electricity_tiny	electricity_tiny
2378	0.01		1e-08	1e-05	4	62.25000000000001	26	19	13.108041216	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=4/electricity_tiny	electricity_tiny
2379	0.01		1e-08	1e-05	8	63.05	25	16	12.522303068	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=8/electricity_tiny	electricity_tiny
2380	0.01		1e-08	1e-05	16	62.25000000000001	26	19	13.154164523	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=16/electricity_tiny	electricity_tiny
2381	0.01		1e-08	1e-05	32	63.05	25	16	12.607881434	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=32/electricity_tiny	electricity_tiny
2382	0.01		1e-08	1e-05	64	62.25000000000001	26	19	13.129160327	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=64/electricity_tiny	electricity_tiny
2383	0.01		1e-08	1e-05	128	63.05	25	16	12.587501874	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=128/electricity_tiny	electricity_tiny
2384	0.01		1e-08	1e-05	256	62.25000000000001	26	19	13.06368438	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=256/electricity_tiny	electricity_tiny
2385	0.01		1e-08	1e-05	512	63.05	25	16	12.570258688	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=512/electricity_tiny	electricity_tiny
2386	0.01		1e-08	1e-05	1024	62.25000000000001	26	19	13.048796329	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_globalGracePeriod=1024/electricity_tiny	electricity_tiny
2387	0.01	1	1e-08	1e-05		62.3	33	16	11.858890176	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=1/electricity_tiny	electricity_tiny
2388	0.01	2	1e-08	1e-05		60.75000000000001	2	2	6.663066928	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=2/electricity_tiny	electricity_tiny
2389	0.01	4	1e-08	1e-05		64.7	26	15	12.323525207	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=4/electricity_tiny	electricity_tiny
2390	0.01	8	1e-08	1e-05		42.95	9	8	7.352265867	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=8/electricity_tiny	electricity_tiny
2391	0.01	16	1e-08	1e-05		39.550000000000004	6	6	7.88021975	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=16/electricity_tiny	electricity_tiny
2392	0.01	32	1e-08	1e-05		53.5	10	9	6.956739518	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=32/electricity_tiny	electricity_tiny
2393	0.01	64	1e-08	1e-05		58.650000000000006	3	3	6.777204105	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=64/electricity_tiny	electricity_tiny
2394	0.01	128	1e-08	1e-05		39.6	1	1	5.719253116	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=128/electricity_tiny	electricity_tiny
2395	0.01	256	1e-08	1e-05		39.6	1	1	5.732460435	ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord	2000.0	3	results/runs/runID=3/classifier=ADLClassifierWithWinningLayerTrainingWithoutForLoopWithGraphRecord_adwin-delta=1e-05_lr=0.01_MCICutOff=1e-08_gracePeriodPerLayer=256/electricity_tiny	electricity_tiny
