instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
50000.0,53.303999999999995,1.0763119277053004,3.30489522074049,-11.814568267803278,50.54823820488299,37.56217575012034,62.706449861035686,50.57427775585212,42.53527951062927,58.61327600107498,50.52222545446573,33.63022554230714,67.41422536662431
