instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
10800.0,44.0,-14.942528735632191,-1.8181818181818195,-24.444444444444457,42.2776646300068,30.0,53.333333333333336,41.889483065953655,35.294117647058826,48.484848484848484,42.673107890499196,26.08695652173913,59.25925925925925
10900.0,45.0,-15.159128978224448,-3.7735849056603703,-27.90697674418603,42.271908450493726,28.571428571428577,55.284552845528445,41.93404634581105,32.35294117647059,51.515151515151516,42.61525907792738,25.581395348837212,59.64912280701754
11000.0,53.0,-4.074402125775016,2.0833333333333353,-20.5128205128205,47.891701462854826,29.850746268656714,64.66165413533835,47.71825396825397,35.714285714285715,59.72222222222222,48.06641445985708,25.64102564102564,70.49180327868852
11100.0,55.00000000000001,7.1015689512799325,10.000000000000009,-2.2727272727272747,53.58964670626194,44.44444444444445,62.18487394957983,53.68940368940369,48.64864864864865,58.730158730158735,53.49025974025974,40.909090909090914,66.07142857142857
11200.0,56.99999999999999,6.1135371179039115,12.244897959183662,-7.500000000000007,53.15709029584694,37.68115942028986,67.17557251908396,53.399708596406015,44.827586206896555,61.97183098591549,52.916666666666664,32.5,73.33333333333333
11300.0,54.0,0.0,4.1666666666666705,-14.999999999999986,50.0,34.285714285714285,64.61538461538461,50.0,40.0,60.0,50.0,30.0,70.0
11400.0,56.00000000000001,4.885430177258985,-2.3255813953488134,-12.820512820512803,52.46502095191713,38.88888888888889,65.62500000000001,52.55540479421077,42.42424242424242,62.68656716417911,52.37494745691467,35.8974358974359,68.85245901639344
11500.0,52.0,-3.0485186775440085,14.285714285714288,-17.073170731707304,48.43620821190193,33.33333333333333,62.500000000000014,48.34034595605423,38.70967741935484,57.971014492753625,48.53245142620918,29.268292682926827,67.79661016949152
11600.0,55.00000000000001,-2.2727272727272494,16.66666666666667,-18.421052631578934,48.80239347360975,28.57142857142857,67.15328467153284,48.666666666666664,36.0,61.33333333333333,48.93887945670628,23.684210526315788,74.19354838709677
11700.0,47.0,-6.255012028869287,-8.163265306122456,-1.9230769230769247,46.856573054795646,43.01075268817204,50.467289719626166,46.83441558441558,45.45454545454545,48.214285714285715,46.87875150060024,40.816326530612244,52.94117647058824
11800.0,50.0,-0.20040080160320656,-13.63636363636365,-11.111111111111121,49.89947493677695,52.83018867924528,46.808510638297875,49.898989898989896,50.90909090909091,48.888888888888886,49.899959983993604,54.90196078431373,44.89795918367347
11900.0,52.0,2.6369168356997994,2.040816326530614,-11.62790697674417,51.31955954721248,45.45454545454546,57.14285714285714,51.32598939208486,46.51162790697674,56.14035087719298,51.31313131313131,44.44444444444444,58.18181818181818
12000.0,49.0,-6.161532056619475,1.9230769230769247,-18.604651162790688,46.88431143930561,35.44303797468354,57.85123966942148,46.78819444444444,38.88888888888889,54.6875,46.98082415340677,32.55813953488372,61.40350877192983
12100.0,52.0,-0.5025125628140615,-6.666666666666673,-14.28571428571427,49.74663795659966,38.46153846153846,60.65573770491803,49.739583333333336,41.66666666666667,57.8125,49.7536945812808,35.714285714285715,63.793103448275865
12200.0,54.0,8.000000000000007,-6.97674418604649,13.207547169811331,54.00320493797851,54.90196078431373,53.06122448979592,54.006410256410255,53.84615384615385,54.166666666666664,54.0,56.00000000000001,52.0
12300.0,60.0,4.030710172744705,2.439024390243904,-8.108108108108116,52.086253187213984,31.034482758620697,71.83098591549295,52.30263157894737,37.5,67.10526315789474,51.87165775401069,26.47058823529412,77.27272727272727
