	mci	layerWeightLR	adwin-delta	loss_fn	gracePeriodPerLayer	learning rate	stream	accuracy	amount of hidden layers	amount of active layers	amount of nodes	overall time	classifier	amount of instances	run id	path	stream
0	7.631028e-06	0.0037788154914272006	9.2810e-04	NLLLoss	8	3.7598e-02	electricity	73.88109110169492	64	9	4477	440.899694043	ADLClassifierWithoutForLoopWithWinningLayerTrainingWithUserChosenWeightLRWithGraphRecord	45312.0	2	results/runs/runID=2/MCICutOff=7.631028e-06_adwin-delta=9.2810e-04_classifier=ADLClassifierWithoutForLoopWithWinningLayerTrainingWithUserChosenWeightLRWithGraphRecord_lr=3.7598e-02_loss fn=NLLLoss_gracePeriodPerLayer=8_layerWeightLR=0.0037788154914272006/electricity	electricity
