	mci	layerWeightLR	adwin-delta	loss_fn	learning rate	stream	accuracy	amount of hidden layers	amount of active layers	amount of nodes	overall time	classifier	amount of instances	run id	path	stream
0	6.798802e-07	0.012925172631472456	3.7881e-05	NLLLoss	1.4587e-03	agraval_no_drift	53.303999999999995	71	17	50140	1066.038404587	ADLClassifierWithoutForLoopWithWinningLayerTrainingWithUserChosenWeightLRWithGraphRecord	50000.0	3	results/runs/runID=3/MCICutOff=6.798802e-07_adwin-delta=3.7881e-05_classifier=ADLClassifierWithoutForLoopWithWinningLayerTrainingWithUserChosenWeightLRWithGraphRecord_lr=1.4587e-03_loss fn=NLLLoss_layerWeightLR=0.012925172631472456/agraval_no_drift	agraval_no_drift
