instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
2000.0,66.25,28.81308742385636,-140.21352313167267,14.340101522842637,64.42041967810133,72.52747252747254,56.254050550874915,64.56334175196349,71.33706965572458,57.78961384820239,64.27812897183757,73.75827814569537,54.7979797979798
