instances,accuracy,kappa,kappa_t,kappa_m,f1_score,f1_score_0,f1_score_1,precision,precision_0,precision_1,recall,recall_0,recall_1
45312.0,52.9638947740113,9.731420935722468,-220.6408906273506,-10.814745489523203,55.34376563445868,55.7995810779983,49.73941752151869,55.49949663627609,46.41846663446277,64.58052663808941,55.188906146278214,69.9329417268805,40.444870565675934
